section_id,term_id,enrollment_count,waitlist_count,enrollment_date
160,1,95,0,2020-06-29
161,1,101,21,2020-07-16
162,2,103,18,2020-11-15
163,3,104,0,2021-07-07
164,4,102,0,2021-11-26
165,5,102,30,2022-06-17
166,6,100,0,2022-12-01
167,6,95,0,2022-11-11
168,7,96,0,2023-07-13
169,8,102,0,2023-11-26
170,9,99,0,2024-07-05
171,10,103,0,2024-11-11
172,10,99,0,2024-12-09
173,10,103,0,2024-12-02
174,1,140,0,2020-07-08
175,1,136,27,2020-06-30
176,1,144,37,2020-06-20
177,2,92,0,2020-11-27
178,3,142,0,2021-07-01
179,4,139,0,2021-11-16
180,5,145,0,2022-06-18
181,6,135,0,2022-11-16
182,7,140,0,2023-07-08
183,8,140,0,2023-12-11
184,9,140,0,2024-06-27
185,10,143,0,2024-11-19
186,1,38,0,2020-06-30
187,2,35,0,2020-11-11
188,3,38,0,2021-07-16
189,4,35,0,2021-12-08
190,5,36,0,2022-07-14
191,6,38,0,2022-11-16
192,7,34,6,2023-06-16
193,8,36,0,2023-11-12
194,9,33,0,2024-06-20
195,10,19,0,2024-12-10
196,1,144,0,2020-07-01
197,2,149,0,2020-12-04
198,2,144,0,2020-12-11
199,2,153,0,2020-12-05
200,3,148,0,2021-07-07
201,4,152,0,2021-12-11
202,5,145,4,2022-07-13
203,6,149,0,2022-12-04
204,7,147,0,2023-06-25
205,8,144,0,2023-11-20
206,9,151,0,2024-06-26
207,9,146,0,2024-06-24
208,9,146,0,2024-07-13
209,10,149,0,2024-12-08
210,1,49,0,2020-06-29
211,2,20,0,2020-12-02
212,3,47,0,2021-07-10
213,4,41,9,2021-12-05
214,5,50,0,2022-06-16
215,6,50,6,2022-11-23
216,7,40,10,2023-07-09
217,8,42,0,2023-11-14
218,8,40,9,2023-11-18
219,8,41,1,2023-12-06
220,9,45,0,2024-07-04
221,10,46,12,2024-11-21
222,1,112,0,2020-07-08
223,2,120,0,2020-12-09
224,3,117,0,2021-06-21
225,4,117,0,2021-11-13
226,5,122,0,2022-06-23
227,6,119,0,2022-11-17
228,7,116,0,2023-07-05
229,8,115,0,2023-12-03
230,9,119,0,2024-07-15
231,10,116,0,2024-11-18
232,1,49,0,2020-07-16
233,2,46,0,2020-11-20
234,3,45,1,2021-07-12
235,4,51,0,2021-11-24
236,5,48,0,2022-07-12
237,6,45,0,2022-11-22
238,7,47,0,2023-07-13
239,8,47,0,2023-12-06
240,9,49,1,2024-06-27
241,9,45,0,2024-07-15
242,9,44,1,2024-07-16
243,10,51,0,2024-12-08
244,1,51,0,2020-06-27
245,1,46,0,2020-06-17
246,1,55,0,2020-07-01
247,2,46,0,2020-11-14
248,3,48,0,2021-06-16
249,4,48,0,2021-11-18
250,5,46,0,2022-06-27
251,6,51,0,2022-11-19
252,7,54,0,2023-06-26
253,8,48,0,2023-11-24
254,9,31,0,2024-07-08
255,10,23,0,2024-12-04
256,1,17,0,2020-06-28
257,1,19,0,2020-07-09
258,1,26,4,2020-07-14
259,2,17,0,2020-12-02
260,3,21,0,2021-07-04
261,3,16,0,2021-07-15
262,4,20,0,2021-11-14
263,5,25,6,2022-07-08
264,6,19,0,2022-12-11
265,7,18,0,2023-07-01
266,7,21,0,2023-06-27
267,7,17,0,2023-07-07
268,8,19,1,2023-11-14
269,9,23,5,2024-07-03
270,10,24,0,2024-11-28
271,1,26,0,2020-06-29
272,2,24,0,2020-12-11
273,3,28,0,2021-06-22
274,4,32,0,2021-12-10
275,4,25,5,2021-12-09
276,5,33,3,2022-06-23
277,6,24,0,2022-12-10
278,7,30,0,2023-07-08
279,8,32,0,2023-12-07
280,9,27,8,2024-07-01
281,10,23,0,2024-11-17
282,1,119,0,2020-06-26
283,2,127,6,2020-11-11
284,3,126,7,2021-07-06
285,4,121,0,2021-12-02
286,5,125,11,2022-06-16
287,6,125,0,2022-11-28
288,7,129,0,2023-07-13
289,8,124,19,2023-12-06
290,9,124,0,2024-06-22
291,10,122,0,2024-11-12
292,1,106,0,2020-06-25
293,2,107,26,2020-11-14
294,3,104,24,2021-07-13
295,4,99,0,2021-11-26
296,4,104,0,2021-11-17
297,5,100,0,2022-06-25
298,6,109,0,2022-12-05
299,7,99,0,2023-07-03
300,8,102,0,2023-11-24
301,9,103,0,2024-06-23
302,10,108,0,2024-12-03
303,1,24,0,2020-07-10
304,2,14,0,2020-11-23
305,3,21,0,2021-07-02
306,4,23,0,2021-11-24
307,5,28,0,2022-06-19
308,6,31,0,2022-11-22
309,7,27,0,2023-07-04
310,8,23,0,2023-11-29
311,9,24,0,2024-07-09
312,10,21,0,2024-12-01
313,10,26,0,2024-11-16
314,10,23,0,2024-11-19
315,1,21,0,2020-07-10
316,2,21,0,2020-11-23
317,3,19,0,2021-07-07
318,4,21,0,2021-11-21
319,5,19,0,2022-07-14
320,6,19,0,2022-12-05
321,7,21,0,2023-06-19
322,8,19,5,2023-12-11
323,9,23,1,2024-06-23
324,10,19,0,2024-11-28
325,1,35,0,2020-06-28
326,2,36,0,2020-12-01
327,3,36,0,2021-06-16
328,4,38,3,2021-11-16
329,5,37,0,2022-07-16
330,6,33,0,2022-11-24
331,7,40,0,2023-07-06
332,8,33,0,2023-11-29
333,9,40,0,2024-07-15
334,10,41,0,2024-11-17
335,1,151,0,2020-06-17
336,2,149,0,2020-11-18
337,3,136,0,2021-06-17
338,4,146,0,2021-11-29
339,5,152,0,2022-06-16
340,6,154,0,2022-11-26
341,7,154,0,2023-07-10
342,8,144,0,2023-11-15
343,9,144,24,2024-07-04
344,10,149,0,2024-11-23
345,1,26,6,2020-06-30
346,2,26,3,2020-11-30
347,3,30,0,2021-07-03
348,4,36,0,2021-11-24
349,5,31,0,2022-07-08
350,5,29,0,2022-07-01
351,6,31,0,2022-11-20
352,7,33,0,2023-06-28
353,7,29,0,2023-06-22
354,7,27,0,2023-07-05
355,8,27,0,2023-11-26
356,9,33,8,2024-07-16
357,10,27,0,2024-11-13
358,10,36,0,2024-11-23
359,1,17,0,2020-06-16
360,2,25,0,2020-11-24
361,3,26,3,2021-07-16
362,3,25,0,2021-07-12
363,4,16,3,2021-12-04
364,4,18,0,2021-11-20
365,4,17,0,2021-11-21
366,5,25,0,2022-07-05
367,6,21,0,2022-11-22
368,7,20,0,2023-07-15
369,7,16,1,2023-07-08
370,8,17,0,2023-11-20
371,9,25,0,2024-06-26
372,10,23,5,2024-11-13
373,10,21,0,2024-12-06
374,10,22,0,2024-11-21
375,1,44,0,2020-07-13
376,2,41,8,2020-12-08
377,3,43,0,2021-07-02
378,3,40,0,2021-06-30
379,4,39,0,2021-11-17
380,5,45,12,2022-06-17
381,6,40,0,2022-12-09
382,6,46,0,2022-11-17
383,7,38,0,2023-07-14
384,8,47,2,2023-11-19
385,9,38,0,2024-07-03
386,10,39,0,2024-11-13
387,1,96,0,2020-07-10
388,2,95,0,2020-11-14
389,2,97,0,2020-11-11
390,2,95,0,2020-11-25
391,3,98,0,2021-07-08
392,4,98,0,2021-12-01
393,5,96,0,2022-06-24
394,6,95,0,2022-11-26
395,6,99,0,2022-12-04
396,7,98,0,2023-06-29
397,8,98,0,2023-11-13
398,9,102,0,2024-06-21
399,10,95,12,2024-11-22
400,1,51,0,2020-07-10
401,2,51,0,2020-11-21
402,3,51,0,2021-07-01
403,4,49,0,2021-12-07
404,5,53,0,2022-07-07
405,5,53,4,2022-07-04
406,6,56,0,2022-11-15
407,6,56,0,2022-11-18
408,6,50,0,2022-11-24
409,7,51,0,2023-07-12
410,8,53,5,2023-11-30
411,9,51,0,2024-06-19
412,10,51,2,2024-12-03
413,1,129,0,2020-07-11
414,2,133,15,2020-12-10
415,3,137,16,2021-07-05
416,4,133,28,2021-11-13
417,5,131,0,2022-07-07
418,5,133,0,2022-06-30
419,5,137,6,2022-06-16
420,6,135,0,2022-11-25
421,7,130,0,2023-07-06
422,8,132,0,2023-11-30
423,9,133,0,2024-07-12
424,9,135,27,2024-07-03
425,10,135,0,2024-11-17
426,1,35,0,2020-07-12
427,2,31,0,2020-11-15
428,3,40,0,2021-07-02
429,4,32,0,2021-11-25
430,5,36,0,2022-06-16
431,6,35,0,2022-12-02
432,7,36,0,2023-06-28
433,8,33,0,2023-12-03
434,9,30,1,2024-06-16
435,10,31,0,2024-11-28
436,1,38,0,2020-07-08
437,2,37,0,2020-12-09
438,3,37,0,2021-07-03
439,4,36,0,2021-11-21
440,5,35,0,2022-07-10
441,6,40,0,2022-12-10
442,7,39,0,2023-07-09
443,8,33,0,2023-11-13
444,8,32,7,2023-11-19
445,9,36,0,2024-06-21
446,9,39,0,2024-07-15
447,9,32,0,2024-06-26
448,10,40,0,2024-11-17
449,1,25,5,2020-07-04
450,1,28,0,2020-07-15
451,1,28,0,2020-06-24
452,2,31,2,2020-11-25
453,2,30,0,2020-12-02
454,2,30,0,2020-11-28
455,3,30,0,2021-07-04
456,4,26,0,2021-12-08
457,5,31,0,2022-07-12
458,6,32,0,2022-11-15
459,7,24,0,2023-07-06
460,8,28,0,2023-11-28
461,9,23,0,2024-07-15
462,10,29,2,2024-11-28
463,1,27,5,2020-06-30
464,2,29,0,2020-11-14
465,3,25,0,2021-07-16
466,4,33,0,2021-11-24
467,5,33,0,2022-07-05
468,6,27,0,2022-12-08
469,6,33,0,2022-11-18
470,7,32,0,2023-07-12
471,8,28,0,2023-12-02
472,9,32,0,2024-06-18
473,10,24,0,2024-12-03
474,10,26,0,2024-12-05
475,10,18,0,2024-12-05
476,1,63,0,2020-06-27
477,2,69,0,2020-12-11
478,3,66,0,2021-07-15
479,4,61,0,2021-12-08
480,5,65,0,2022-07-16
481,6,60,0,2022-12-11
482,7,67,0,2023-07-14
483,8,61,0,2023-12-02
484,9,66,3,2024-07-11
485,10,64,0,2024-11-11
486,1,46,0,2020-07-08
487,2,37,0,2020-11-26
488,3,44,0,2021-07-10
489,4,39,0,2021-12-03
490,5,40,10,2022-07-06
491,5,47,0,2022-07-06
492,5,41,0,2022-06-28
493,6,38,0,2022-11-12
494,7,39,9,2023-07-11
495,8,40,6,2023-11-16
496,9,37,0,2024-07-11
497,9,38,0,2024-07-05
498,10,47,0,2024-12-04
499,1,55,0,2020-06-23
500,1,56,0,2020-07-11
501,1,57,7,2020-07-15
502,2,55,0,2020-12-10
503,3,58,0,2021-06-26
504,4,56,0,2021-11-29
505,5,56,0,2022-06-30
506,5,61,0,2022-06-25
507,6,56,0,2022-11-28
508,7,57,0,2023-07-06
509,8,63,4,2023-11-30
510,8,59,0,2023-11-27
511,9,57,0,2024-07-12
512,10,54,0,2024-11-29
513,10,57,7,2024-11-23
514,10,62,0,2024-11-28
515,1,86,0,2020-07-16
516,2,77,0,2020-12-09
517,3,77,0,2021-07-06
518,4,81,0,2021-12-10
519,5,85,0,2022-06-22
520,6,78,0,2022-12-11
521,7,76,0,2023-07-13
522,7,76,0,2023-07-03
523,8,86,0,2023-11-21
524,9,82,0,2024-07-11
525,10,80,0,2024-11-28
526,10,77,20,2024-12-04
527,1,33,0,2020-07-10
528,2,27,0,2020-12-01
529,3,35,8,2021-06-30
530,4,34,0,2021-11-20
531,5,32,9,2022-06-24
532,5,40,0,2022-06-24
533,5,41,0,2022-06-21
534,6,32,0,2022-12-09
535,7,33,0,2023-07-08
536,7,39,0,2023-07-11
537,8,36,0,2023-11-14
538,9,35,0,2024-06-30
539,10,31,0,2024-11-14
540,1,29,0,2020-07-10
541,2,33,0,2020-11-12
542,3,33,0,2021-06-16
543,4,19,0,2021-12-10
544,5,21,0,2022-07-09
545,6,31,0,2022-12-07
546,7,31,0,2023-06-26
547,7,33,7,2023-06-19
548,8,33,0,2023-12-03
549,8,38,0,2023-12-04
550,9,34,0,2024-07-01
551,10,29,0,2024-11-15
552,1,36,0,2020-06-27
553,1,34,0,2020-07-01
554,2,38,6,2020-11-18
555,3,34,0,2021-07-05
556,3,38,0,2021-07-16
557,3,39,0,2021-07-13
558,4,24,0,2021-11-17
559,5,37,0,2022-07-08
560,6,34,0,2022-11-14
561,7,34,0,2023-07-07
562,8,40,0,2023-11-18
563,9,37,0,2024-07-16
564,10,34,0,2024-11-30
565,1,22,0,2020-06-23
566,2,27,0,2020-11-21
567,3,30,0,2021-07-14
568,3,15,0,2021-07-04
569,4,28,0,2021-12-01
570,5,26,0,2022-07-10
571,6,27,0,2022-11-11
572,7,23,0,2023-06-22
573,8,31,0,2023-11-29
574,9,29,0,2024-06-30
575,9,23,0,2024-06-21
576,9,25,0,2024-07-13
577,10,23,0,2024-11-29
578,1,57,17,2020-07-12
579,2,56,0,2020-11-28
580,3,58,16,2021-07-10
581,3,53,0,2021-07-15
582,4,55,0,2021-12-09
583,5,61,0,2022-06-21
584,6,60,0,2022-11-26
585,7,56,0,2023-06-23
586,7,59,0,2023-06-25
587,8,63,0,2023-11-14
588,9,54,0,2024-07-09
589,10,55,0,2024-12-05
590,10,54,0,2024-12-06
591,10,53,6,2024-11-28
592,1,23,0,2020-07-07
593,2,22,0,2020-11-25
594,3,19,0,2021-06-30
595,4,19,0,2021-11-22
596,5,20,0,2022-07-04
597,6,25,0,2022-11-24
598,7,19,0,2023-06-22
599,7,27,0,2023-07-09
600,7,27,0,2023-06-25
601,8,22,0,2023-11-15
602,9,22,0,2024-07-15
603,10,21,0,2024-11-17
604,1,37,0,2020-07-01
605,2,42,0,2020-11-25
606,2,37,0,2020-11-28
607,2,37,0,2020-11-12
608,3,34,0,2021-06-18
609,4,39,0,2021-12-10
610,5,39,0,2022-07-13
611,5,39,0,2022-07-08
612,5,36,0,2022-07-06
613,6,41,0,2022-11-11
614,7,35,0,2023-07-08
615,7,43,0,2023-06-17
616,8,34,0,2023-11-13
617,9,36,0,2024-06-23
618,10,34,9,2024-12-07
619,10,43,0,2024-12-11
620,10,35,9,2024-11-23
621,1,29,0,2020-07-03
622,2,25,0,2020-11-19
623,3,26,0,2021-06-27
624,4,29,0,2021-11-27
625,5,27,0,2022-06-19
626,5,26,0,2022-07-03
627,5,28,0,2022-06-18
628,6,15,0,2022-12-10
629,7,33,0,2023-06-27
630,7,33,0,2023-06-24
631,7,26,0,2023-07-08
632,8,29,0,2023-12-11
633,8,25,0,2023-12-02
634,8,34,0,2023-11-30
635,9,28,0,2024-06-20
636,10,29,0,2024-12-02
637,1,11,0,2020-06-17
638,2,13,1,2020-11-30
639,3,16,0,2021-06-25
640,4,20,0,2021-11-29
641,4,14,0,2021-11-26
642,4,12,0,2021-11-19
643,5,12,0,2022-07-15
644,5,13,0,2022-06-23
645,5,12,0,2022-07-06
646,6,20,0,2022-11-12
647,7,20,0,2023-07-04
648,7,11,0,2023-06-26
649,8,14,0,2023-12-05
650,9,19,0,2024-06-26
651,10,14,0,2024-11-19
652,1,30,0,2020-06-29
653,2,31,0,2020-11-16
654,2,35,0,2020-11-17
655,3,16,0,2021-07-05
656,4,26,0,2021-11-18
657,4,29,0,2021-11-28
658,4,32,1,2021-11-23
659,5,27,0,2022-07-01
660,5,30,0,2022-06-26
661,5,25,0,2022-07-08
662,6,28,0,2022-11-29
663,7,26,0,2023-07-02
664,7,30,0,2023-06-23
665,8,25,1,2023-11-24
666,9,33,7,2024-06-17
667,10,28,0,2024-12-07
668,1,25,0,2020-06-27
669,1,22,0,2020-06-19
670,2,19,0,2020-11-30
671,2,20,0,2020-12-06
672,2,23,0,2020-11-19
673,3,27,0,2021-06-22
674,4,18,0,2021-11-11
675,5,25,0,2022-07-13
676,6,17,0,2022-11-16
677,7,22,0,2023-06-18
678,8,18,4,2023-11-20
679,8,21,0,2023-11-29
680,9,21,0,2024-07-06
681,10,26,0,2024-11-12
682,1,32,0,2020-07-09
683,1,40,11,2020-06-16
684,1,30,0,2020-07-14
685,2,30,0,2020-12-05
686,3,35,0,2021-07-15
687,4,34,2,2021-11-19
688,5,40,0,2022-06-26
689,6,35,0,2022-12-09
690,6,35,0,2022-11-27
691,6,31,5,2022-11-18
692,7,35,0,2023-07-10
693,8,35,0,2023-11-29
694,9,31,0,2024-06-19
695,10,32,7,2024-11-26
696,1,136,0,2020-07-01
697,1,133,0,2020-06-24
698,2,136,0,2020-12-02
699,3,138,0,2021-07-05
700,4,143,0,2021-11-13
701,5,142,21,2022-06-21
702,6,140,0,2022-12-11
703,7,135,0,2023-06-16
704,8,134,0,2023-12-11
705,9,135,0,2024-06-20
706,10,143,0,2024-12-04
707,1,55,0,2020-07-05
708,2,52,0,2020-12-03
709,2,47,0,2020-12-01
710,3,54,0,2021-07-06
711,4,55,6,2021-11-11
712,5,50,0,2022-06-26
713,6,49,0,2022-12-04
714,7,51,0,2023-06-16
715,8,53,0,2023-11-19
716,8,54,0,2023-11-25
717,8,55,0,2023-12-06
718,9,55,0,2024-06-16
719,9,49,0,2024-07-10
720,9,55,0,2024-07-09
721,10,45,0,2024-11-29
722,10,55,0,2024-11-11
723,1,16,0,2020-06-17
724,1,26,0,2020-06-23
725,2,22,0,2020-11-12
726,3,25,0,2021-06-17
727,4,32,0,2021-11-26
728,5,32,1,2022-06-28
729,6,24,0,2022-11-11
730,7,27,0,2023-07-03
731,7,26,0,2023-07-11
732,8,24,0,2023-11-30
733,9,25,0,2024-07-12
734,10,26,0,2024-11-15
735,1,120,0,2020-06-18
736,2,118,15,2020-11-20
737,3,120,0,2021-06-28
738,4,116,0,2021-12-05
739,5,115,0,2022-06-22
740,6,113,0,2022-11-20
741,7,120,0,2023-07-10
742,8,113,0,2023-12-03
743,9,113,0,2024-07-01
744,10,115,0,2024-11-12
745,10,120,0,2024-11-22
746,10,112,0,2024-11-27
747,1,21,0,2020-07-07
748,2,21,0,2020-12-04
749,3,20,0,2021-06-28
750,4,20,0,2021-11-22
751,5,25,4,2022-07-15
752,6,20,0,2022-11-12
753,7,17,0,2023-07-05
754,7,19,4,2023-07-16
755,7,20,0,2023-07-06
756,8,25,0,2023-11-14
757,9,20,0,2024-06-28
758,10,15,0,2024-12-10
759,10,17,0,2024-11-18
760,10,15,0,2024-11-25
761,1,114,0,2020-07-05
762,1,114,0,2020-06-19
763,1,113,0,2020-06-28
764,2,109,0,2020-11-14
765,3,104,0,2021-06-30
766,4,109,0,2021-11-19
767,5,106,0,2022-06-18
768,6,85,0,2022-11-30
769,7,114,0,2023-06-20
770,8,106,0,2023-11-25
771,9,113,12,2024-07-13
772,10,111,0,2024-11-20
773,10,107,0,2024-12-04
774,1,98,0,2020-07-06
775,2,93,0,2020-12-03
776,3,98,0,2021-07-08
777,4,94,23,2021-11-27
778,4,98,0,2021-11-26
779,5,94,3,2022-06-27
780,6,103,0,2022-11-29
781,6,97,0,2022-11-29
782,6,93,0,2022-11-12
783,7,97,0,2023-07-04
784,8,94,0,2023-12-07
785,9,103,2,2024-06-28
786,9,98,0,2024-07-09
787,10,97,0,2024-11-24
788,1,28,0,2020-07-16
789,2,30,0,2020-11-30
790,3,30,7,2021-07-12
791,4,25,0,2021-11-11
792,5,23,0,2022-07-12
793,6,32,0,2022-12-01
794,7,25,7,2023-07-07
795,8,32,0,2023-12-07
796,9,25,0,2024-06-18
797,10,28,0,2024-11-26
798,10,27,4,2024-11-21
799,10,23,0,2024-12-08
800,1,42,0,2020-07-12
801,2,43,0,2020-11-29
802,3,38,0,2021-07-03
803,4,36,0,2021-12-09
804,5,43,0,2022-07-05
805,6,41,0,2022-11-25
806,7,41,8,2023-07-08
807,7,35,0,2023-07-13
808,8,38,0,2023-11-28
809,9,41,0,2024-06-18
810,10,36,0,2024-11-26
811,1,26,0,2020-06-28
812,2,24,0,2020-11-16
813,3,27,0,2021-06-24
814,4,17,0,2021-11-22
815,5,26,0,2022-07-14
816,5,21,0,2022-06-24
817,6,27,0,2022-11-15
818,7,17,1,2023-07-15
819,8,26,0,2023-11-19
820,9,22,0,2024-06-26
821,10,17,4,2024-11-27
822,10,27,0,2024-11-12
823,1,37,0,2020-07-09
824,2,42,0,2020-11-30
825,3,39,0,2021-06-23
826,4,39,0,2021-11-16
827,5,36,0,2022-06-16
828,5,45,0,2022-07-02
829,5,43,0,2022-07-09
830,6,38,0,2022-11-24
831,7,36,0,2023-06-28
832,8,43,0,2023-11-24
833,9,38,5,2024-06-25
834,10,41,0,2024-11-19
835,10,45,0,2024-11-11
836,10,40,0,2024-11-26
837,1,25,0,2020-06-27
838,2,26,0,2020-11-12
839,3,23,0,2021-07-10
840,4,28,0,2021-11-12
841,5,22,0,2022-07-16
842,6,19,0,2022-12-09
843,7,20,0,2023-07-13
844,8,23,0,2023-12-10
845,9,26,0,2024-07-14
846,10,28,3,2024-11-12
847,1,22,0,2020-06-28
848,2,19,0,2020-11-24
849,3,14,0,2021-07-07
850,4,18,4,2021-12-10
851,4,16,1,2021-11-21
852,5,17,0,2022-07-03
853,6,21,0,2022-11-20
854,7,22,0,2023-06-18
855,8,20,0,2023-11-15
856,9,18,0,2024-06-25
857,10,20,0,2024-11-27
858,10,19,0,2024-12-05
859,10,14,0,2024-12-03
860,1,40,0,2020-07-10
861,2,43,0,2020-11-30
862,3,42,0,2021-07-02
863,4,37,0,2021-12-08
864,5,34,2,2022-07-09
865,6,34,0,2022-11-12
866,7,41,0,2023-07-01
867,8,33,0,2023-11-20
868,8,35,0,2023-11-26
869,8,38,0,2023-12-05
870,9,43,0,2024-07-05
871,10,38,0,2024-12-09
872,1,129,18,2020-06-29
873,1,129,0,2020-07-13
874,1,123,0,2020-07-16
875,2,122,12,2020-12-05
876,3,131,0,2021-06-22
877,4,124,27,2021-12-08
878,5,129,0,2022-06-30
879,6,128,0,2022-11-24
880,6,130,0,2022-11-16
881,6,121,0,2022-12-08
882,7,122,0,2023-06-26
883,8,125,0,2023-11-13
884,9,126,0,2024-07-15
885,10,121,35,2024-12-09
886,1,28,0,2020-06-24
887,1,35,4,2020-07-01
888,2,37,0,2020-11-30
889,2,30,0,2020-11-22
890,3,33,0,2021-07-15
891,4,29,0,2021-11-29
892,5,27,5,2022-06-30
893,6,35,0,2022-11-21
894,6,30,0,2022-11-17
895,6,33,7,2022-12-03
896,7,32,0,2023-07-11
897,8,35,0,2023-11-20
898,9,28,0,2024-07-11
899,10,32,5,2024-12-09
900,10,31,0,2024-11-14
901,1,92,0,2020-06-17
902,2,98,0,2020-11-25
903,3,90,0,2021-07-06
904,3,96,0,2021-07-07
905,4,88,0,2021-11-19
906,4,90,0,2021-12-08
907,4,88,0,2021-12-04
908,5,96,0,2022-07-04
909,6,93,26,2022-12-11
910,7,96,0,2023-06-24
911,8,73,0,2023-11-13
912,8,98,17,2023-11-21
913,8,96,0,2023-11-28
914,9,92,0,2024-07-14
915,10,91,0,2024-11-21
916,1,51,0,2020-07-13
917,2,49,0,2020-11-29
918,3,49,0,2021-06-22
919,4,55,0,2021-11-28
920,5,48,0,2022-06-18
921,6,51,0,2022-11-18
922,7,49,0,2023-07-16
923,7,56,1,2023-06-24
924,8,48,0,2023-11-23
925,9,53,0,2024-06-19
926,10,50,0,2024-12-08
927,1,26,0,2020-06-18
928,1,33,0,2020-06-16
929,2,31,0,2020-11-21
